Date,Prec
2014-06-01,0.0
2014-06-02,0.698976
2014-06-03,0.0
2014-06-04,3.85344
2014-06-05,9.574156799999999
2014-06-06,3.1190400000000005
2014-06-07,5.28768
2014-06-08,3.21408
2014-06-09,6.7651200000000005
2014-06-10,0.389664
2014-06-11,0.0
2014-06-12,0.0
2014-06-13,0.0
2014-06-14,0.0
2014-06-15,0.0
2014-06-16,0.0
2014-06-17,0.0
2014-06-18,0.6799679999999999
2014-06-19,0.0
2014-06-20,2.7561600000000004
2014-06-21,0.0117504
2014-06-22,0.0
2014-06-23,0.0
2014-06-24,0.15984
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,1.6675200000000001
2014-06-28,1.5465600000000002
2014-06-29,0.296352
2014-06-30,0.0541728
2014-07-01,0.0
2014-07-02,0.0
2014-07-03,0.0
2014-07-04,0.00243648
2014-07-05,0.0
2014-07-06,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,0.737856
2014-07-10,0.641088
2014-07-11,0.0
2014-07-12,0.0
2014-07-13,3.6460800000000004
2014-07-14,0.645408
2014-07-15,0.0
2014-07-16,0.0
2014-07-17,0.0
2014-07-18,0.12268799999999999
2014-07-19,0.0
2014-07-20,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-07-23,0.0
2014-07-24,0.0
2014-07-25,0.0297216
2014-07-26,0.0
2014-07-27,0.0
2014-07-28,0.425952
2014-07-29,0.0
2014-07-30,0.0
2014-07-31,0.0
2014-08-01,0.0
2014-08-02,0.0
2014-08-03,0.0
2014-08-04,0.42768
2014-08-05,0.0
2014-08-06,0.45792
2014-08-07,0.00088128
2014-08-08,0.0
2014-08-09,0.0
2014-08-10,0.0
2014-08-11,0.253152
2014-08-12,0.0
2014-08-13,0.045014399999999996
2014-08-14,0.7888320000000001
2014-08-15,0.0445824
2014-08-16,0.0288576
2014-08-17,0.0
2014-08-18,0.0
2014-08-19,0.158976
2014-08-20,0.0
2014-08-21,0.00404352
2014-08-22,0.0
2014-08-23,0.0
2014-08-24,0.0
2014-08-25,1.5983999999999998
2014-08-26,0.0
2014-08-27,0.0044064
2014-08-28,1.23552
2014-08-29,0.0
2014-08-30,0.0
2014-08-31,3.70656
2014-09-01,0.52272
2014-09-02,5.374079999999999
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,0.464832
2014-09-06,0.0
2014-09-07,0.0
2014-09-08,0.308448
2014-09-09,0.0
2014-09-10,0.91584
2014-09-11,0.521856
2014-09-12,0.0398304
2014-09-13,0.0018662400000000001
2014-09-14,0.0
2014-09-15,0.0543456
2014-09-16,2.25504
2014-09-17,3.4560000000000004
2014-09-18,5.322240000000001
2014-09-19,0.0
2014-09-20,3.9916799999999997
2014-09-21,0.10800000000000001
2014-09-22,0.00481248
2014-09-23,2.58336
2014-09-24,0.0
2014-09-25,0.0
2014-09-26,0.0
2014-09-27,0.0
2014-09-28,0.0
2014-09-29,0.115776
2014-09-30,1.22688
2014-10-01,0.0
2014-10-02,0.0
2014-10-03,0.0
2014-10-04,0.0047088
2014-10-05,0.00300672
2014-10-06,0.0
2014-10-07,0.38102400000000003
2014-10-08,0.00253152
2014-10-09,0.12096
2014-10-10,4.5792
2014-10-11,0.0106272
2014-10-12,0.91584
2014-10-13,1.60704
2014-10-14,0.0
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,0.0317088
2014-10-18,2.29824
2014-10-19,0.088992
2014-10-20,2.94624
2014-10-21,0.0
2014-10-22,5.72832
2014-10-23,5.0544
2014-10-24,7.23168
2014-10-25,0.26784
2014-10-26,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,0.0
2014-10-30,26.4910176
2014-10-31,0.36719999999999997
2014-11-01,0.435456
2014-11-02,0.149472
2014-11-03,3.4819199999999997
2014-11-04,3.7152000000000003
2014-11-05,0.16416
2014-11-06,0.5192640000000001
2014-11-07,16.4442528
2014-11-08,4.89888
2014-11-09,0.8899199999999999
2014-11-10,0.268704
2014-11-11,0.171936
2014-11-12,0.0
2014-11-13,0.33955199999999996
2014-11-14,0.844992
2014-11-15,0.0
2014-11-16,0.03024
2014-11-17,0.96768
2014-11-18,0.0549504
2014-11-19,11.7821088
2014-11-20,19.2349728
2014-11-21,0.27648
2014-11-22,0.0
2014-11-23,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-11-26,4.104
2014-11-27,0.012096
2014-11-28,0.5866560000000001
2014-11-29,0.0
2014-11-30,0.0269568
2014-12-01,0.0157248
2014-12-02,0.24192
2014-12-03,0.33264000000000005
2014-12-04,2.7647999999999997
2014-12-05,0.42335999999999996
2014-12-06,2.2464
2014-12-07,0.175392
2014-12-08,3.7584
2014-12-09,0.308448
2014-12-10,1.30464
2014-12-11,0.7568640000000001
2014-12-12,4.00032
2014-12-13,1.27008
2014-12-14,0.0327456
2014-12-15,8.04384
2014-12-16,0.748224
2014-12-17,3.73248
2014-12-18,0.5158079999999999
2014-12-19,0.08009279999999999
2014-12-20,0.495936
2014-12-21,1.30464
2014-12-22,0.144288
2014-12-23,0.736128
2014-12-24,0.016761599999999998
2014-12-25,0.13392
2014-12-26,9.0844416
2014-12-27,3.4646399999999997
2014-12-28,0.186624
2014-12-29,13.573008
2014-12-30,16.549142399999997
